antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'frozen vegetables'}),frozenset({'beef'}),0.028002405934638777,0.03395041101383412,0.0012697988371315912,0.045346062052505964,1.3356557608103283,1.0,0.00031910564627437687,1.0119369444630086,0.25854394649991314,0.02092511013215859,0.011796134658709568,0.04137381842782779
frozenset({'beef'}),frozenset({'frozen vegetables'}),0.03395041101383412,0.028002405934638777,0.0012697988371315912,0.03740157480314961,1.3356557608103283,1.0,0.00031910564627437687,1.0097643717488824,0.2601358116841741,0.02092511013215859,0.009669950754918014,0.04137381842782779
frozenset({'margarine'}),frozenset({'frankfurter'}),0.03221279155249616,0.037759807525228894,0.001603956425850431,0.04979253112033195,1.318664855138986,1.0,0.0003876076169778569,1.0126632593293443,0.24970075731418187,0.02346041055718475,0.012504906456002707,0.046135203613263315
frozenset({'frankfurter'}),frozenset({'margarine'}),0.037759807525228894,0.03221279155249616,0.001603956425850431,0.04247787610619469,1.3186648551389857,1.0,0.0003876076169778569,1.0107204672326058,0.2511402046580545,0.02346041055718475,0.010606757832814801,0.046135203613263315
frozenset({'processed cheese'}),frozenset({'rolls/buns'}),0.01015839069705273,0.11000467820624206,0.0014702933903628951,0.14473684210526316,1.315733516659206,1.0,0.0003528228906403267,1.0406099147127017,0.2424303803683995,0.012387387387387387,0.03902510838935592,0.07905128861034726
frozenset({'rolls/buns'}),frozenset({'processed cheese'}),0.11000467820624206,0.01015839069705273,0.0014702933903628951,0.013365735115431349,1.3157335166592057,1.0,0.0003528228906403267,1.0032507936654256,0.2696280215991864,0.012387387387387387,0.003240260247937295,0.07905128861034726
frozenset({'candy'}),frozenset({'citrus fruit'}),0.014368776314910112,0.05313105660629553,0.0010024727661565194,0.06976744186046512,1.3131197893813076,1.0,0.0002390444984058318,1.0178841141482322,0.2419311093029563,0.015075376884422108,0.01756989219072131,0.0443176831943835
frozenset({'citrus fruit'}),frozenset({'candy'}),0.05313105660629553,0.014368776314910112,0.0010024727661565194,0.018867924528301886,1.3131197893813076,1.0,0.0002390444984058318,1.0045856702944185,0.2518351214003388,0.015075376884422108,0.004564737911376533,0.0443176831943835
frozenset({'packaged fruit/vegetables'}),frozenset({'rolls/buns'}),0.00848760275345853,0.11000467820624206,0.0012029673193878234,0.14173228346456695,1.2884205087972755,1.0,0.0002692913097512037,1.0369670263101582,0.22577214583146116,0.010256410256410258,0.035649182059045985,0.07633394246132358
frozenset({'rolls/buns'}),frozenset({'packaged fruit/vegetables'}),0.11000467820624206,0.00848760275345853,0.0012029673193878234,0.010935601458080195,1.2884205087972753,1.0,0.0002692913097512037,1.0024750650293657,0.25152478452771326,0.010256410256410258,0.0024689542071484206,0.07633394246132358
frozenset({'rolls/buns'}),frozenset({'seasonal products'}),0.11000467820624206,0.007084140880839404,0.0010024727661565194,0.00911300121506683,1.2863946903872168,1.0,0.00022318412819209666,1.002047519380833,0.250151435508498,0.008635578583765112,0.0020433356115665997,0.07531121758866549
frozenset({'seasonal products'}),frozenset({'rolls/buns'}),0.007084140880839404,0.11000467820624206,0.0010024727661565194,0.14150943396226415,1.2863946903872165,1.0,0.00022318412819209666,1.0366978473641575,0.22422202777590816,0.008635578583765112,0.035398788043655365,0.07531121758866549
frozenset({'margarine'}),frozenset({'beef'}),0.03221279155249616,0.03395041101383412,0.001403461872619127,0.043568464730290454,1.2832971215734963,1.0,0.0003098243595089187,1.0100561863152537,0.2281051361225382,0.021671826625386994,0.009956066257996271,0.0424535237037279
frozenset({'beef'}),frozenset({'margarine'}),0.03395041101383412,0.03221279155249616,0.001403461872619127,0.04133858267716536,1.2832971215734963,1.0,0.0003098243595089187,1.0095193057316878,0.22851542554067625,0.021671826625386994,0.009429543028687606,0.0424535237037279
frozenset({'beef'}),frozenset({'newspapers'}),0.03395041101383412,0.038895943326872955,0.001670787943594199,0.04921259842519685,1.2652373028113755,1.0,0.0003502546808760638,1.0108506434574505,0.2170017295053616,0.023474178403755867,0.010734170797317328,0.04608396244283898
frozenset({'newspapers'}),frozenset({'beef'}),0.038895943326872955,0.03395041101383412,0.001670787943594199,0.0429553264604811,1.2652373028113755,1.0,0.0003502546808760638,1.0094090857988305,0.21811835060148818,0.023474178403755867,0.009321380133391819,0.04608396244283898
frozenset({'dessert'}),frozenset({'curd'}),0.02359152576355009,0.03368308494285905,0.0010024727661565194,0.042492917847025496,1.2615506542560369,1.0,0.000207837399931214,1.0092008018200318,0.21233401779603014,0.017814726840855107,0.00911691885642455,0.03612741130446513
frozenset({'curd'}),frozenset({'dessert'}),0.03368308494285905,0.02359152576355009,0.0010024727661565194,0.029761904761904764,1.2615506542560369,1.0,0.000207837399931214,1.006359654427752,0.214551490421191,0.017814726840855107,0.006319464815358041,0.03612741130446513
frozenset({'frozen meals'}),frozenset({'sausage'}),0.016774710953685757,0.06034886052262247,0.0012697988371315912,0.07569721115537849,1.2543270991339184,1.0,0.00025746414548030207,1.0166053276242317,0.20621905497839213,0.01674008810572687,0.0163340946314316,0.04836909284236256
frozenset({'sausage'}),frozenset({'frozen meals'}),0.06034886052262247,0.016774710953685757,0.0012697988371315912,0.02104097452934662,1.2543270991339182,1.0,0.00025746414548030207,1.0043579592859975,0.2157819869731227,0.01674008810572687,0.004339049883266278,0.04836909284236256
frozenset({'yogurt'}),frozenset({'herbs'}),0.08587850030074183,0.010559379803515338,0.0011361358016440553,0.013229571984435798,1.2528739595133724,1.0,0.00022931210001221614,1.002705991287447,0.2207968141197113,0.011921458625525946,0.0026986886594469995,0.06041225434664827
frozenset({'herbs'}),frozenset({'yogurt'}),0.010559379803515338,0.08587850030074183,0.0011361358016440553,0.10759493670886075,1.2528739595133722,1.0,0.00022931210001221614,1.0243347301594523,0.20398911337584674,0.011921458625525946,0.023756619240728426,0.06041225434664827
frozenset({'cat food'}),frozenset({'tropical fruit'}),0.011829178640646929,0.0677671589921807,0.0010024727661565194,0.08474576271186442,1.250543242068666,1.0,0.00020084293646889094,1.0185506966566915,0.20274584066008394,0.012755102040816327,0.018212835863332666,0.04976933106007422
frozenset({'tropical fruit'}),frozenset({'cat food'}),0.0677671589921807,0.011829178640646929,0.0010024727661565194,0.014792899408284025,1.250543242068666,1.0,0.00020084293646889094,1.0030082210794635,0.21491146318732532,0.012755102040816327,0.002999198826332603,0.04976933106007422
frozenset({'oil'}),frozenset({'soda'}),0.014903428456860256,0.09710619528169484,0.001804450979081735,0.12107623318385649,1.246843549298035,1.0,0.000357235744983095,1.0272720329192961,0.2009698979848234,0.01637355973317162,0.02654801459141708,0.06982923840885874
frozenset({'soda'}),frozenset({'oil'}),0.09710619528169484,0.014903428456860256,0.001804450979081735,0.01858224363386098,1.246843549298035,1.0,0.000357235744983095,1.0037484701628205,0.21926693532911157,0.01637355973317162,0.003734471607426175,0.06982923840885874
frozenset({'margarine'}),frozenset({'butter'}),0.03221279155249616,0.03522020985096572,0.001403461872619127,0.043568464730290454,1.2370302424275825,1.0,0.0002689205942547966,1.0087285441471463,0.19799014143327365,0.02125506072874494,0.008653015915720147,0.04170833103687198
frozenset({'butter'}),frozenset({'margarine'}),0.03522020985096572,0.03221279155249616,0.001403461872619127,0.039848197343453504,1.2370302424275825,1.0,0.0002689205942547966,1.0079522902210167,0.19860731768462425,0.02125506072874494,0.007889550227891359,0.04170833103687198
frozenset({'specialty chocolate'}),frozenset({'tropical fruit'}),0.015972732740760543,0.0677671589921807,0.0013366303548753592,0.08368200836820083,1.2348460465615279,1.0,0.0002542036356926291,1.01736826027794,0.19326949198587337,0.016220600162206004,0.017071753617706582,0.051702937122956434
frozenset({'tropical fruit'}),frozenset({'specialty chocolate'}),0.0677671589921807,0.015972732740760543,0.0013366303548753592,0.019723865877712035,1.2348460465615279,1.0,0.0002542036356926291,1.0038266086527856,0.20400745573159362,0.016220600162206004,0.0038120215381829106,0.051702937122956434
frozenset({'root vegetables'}),frozenset({'sliced cheese'}),0.06957160997126245,0.014034618726191272,0.0012029673193878234,0.01729106628242075,1.2320296418279129,1.0,0.00022655629927386789,1.0033137457536998,0.20241344634391603,0.014598540145985401,0.00330280111054441,0.05150267599835323
frozenset({'sliced cheese'}),frozenset({'root vegetables'}),0.014034618726191272,0.06957160997126245,0.0012029673193878234,0.08571428571428572,1.2320296418279126,1.0,0.00022655629927386789,1.0176560515939317,0.19101199755981826,0.014598540145985401,0.01734972397233566,0.05150267599835323
frozenset({'coffee'}),frozenset({'frankfurter'}),0.03161130789280225,0.037759807525228894,0.0014702933903628951,0.046511627906976744,1.231776085614324,1.0,0.0002766564887099333,1.0091787384491502,0.19430641821946174,0.02165354330708661,0.009095255477989518,0.04272484050216094
frozenset({'frankfurter'}),frozenset({'coffee'}),0.037759807525228894,0.03161130789280225,0.0014702933903628951,0.03893805309734514,1.231776085614324,1.0,0.0002766564887099333,1.0076235930765503,0.19554799277677462,0.02165354330708661,0.007565913629784354,0.04272484050216094
"frozenset({'sausage', 'whole milk'})",frozenset({'soda'}),0.008955423377664907,0.09710619528169484,0.0010693042839002875,0.11940298507462688,1.2296124333596987,1.0,0.00019967719255850386,1.0253200833241771,0.18842302245599854,0.010184595798854236,0.024694808709966105,0.06520734250290187
frozenset({'soda'}),"frozenset({'sausage', 'whole milk'})",0.09710619528169484,0.008955423377664907,0.0010693042839002875,0.011011699931176877,1.2296124333596985,1.0,0.00019967719255850386,1.002079171769139,0.20681902294596613,0.010184595798854236,0.0020748577834108573,0.06520734250290187
frozenset({'sausage'}),frozenset({'grapes'}),0.06034886052262247,0.01443560783265388,0.0010693042839002875,0.017718715393134,1.2274311964234448,1.0,0.000198131800248182,1.0033423293428563,0.1971906116642959,0.014505893019038985,0.003331195390755004,0.045896394733604046
frozenset({'grapes'}),frozenset({'sausage'}),0.01443560783265388,0.06034886052262247,0.0010693042839002875,0.07407407407407408,1.2274311964234446,1.0,0.000198131800248182,1.0148232306355678,0.18800433986573542,0.014505893019038985,0.014606711975133036,0.045896394733604046
frozenset({'frozen vegetables'}),frozenset({'sausage'}),0.028002405934638777,0.06034886052262247,0.0020717770500568067,0.07398568019093078,1.2259664813919129,1.0,0.00038186376000943546,1.0147263593840752,0.18962702721885086,0.024012393493415954,0.014512641016849024,0.054157845632563956
frozenset({'sausage'}),frozenset({'frozen vegetables'}),0.06034886052262247,0.028002405934638777,0.0020717770500568067,0.03433001107419712,1.2259664813919129,1.0,0.00038186376000943546,1.0065525544048408,0.1961547285825723,0.024012393493415954,0.00650989794439023,0.054157845632563956
frozenset({'bottled beer'}),frozenset({'sausage'}),0.04531176903027468,0.06034886052262247,0.003341575887188398,0.07374631268436578,1.2220000849348451,1.0,0.0006070622579470671,1.0144641282892708,0.19029191459572978,0.03265839320705421,0.01425790019176139,0.06455864914395476
frozenset({'sausage'}),frozenset({'bottled beer'}),0.06034886052262247,0.04531176903027468,0.003341575887188398,0.05537098560354374,1.2220000849348451,1.0,0.0006070622579470671,1.0106488541215264,0.19333712660028446,0.03265839320705421,0.010536650863550923,0.06455864914395476
frozenset({'chicken'}),frozenset({'curd'}),0.027868742899151238,0.03368308494285905,0.0011361358016440553,0.0407673860911271,1.2103222184157438,1.0,0.0001974305673212442,1.0073853839470694,0.17875542902435285,0.018805309734513276,0.00733123992541219,0.03724877241064292
frozenset({'curd'}),frozenset({'chicken'}),0.03368308494285905,0.027868742899151238,0.0011361358016440553,0.033730158730158735,1.2103222184157438,1.0,0.0001974305673212442,1.006066023775827,0.17983100287628723,0.018805309734513276,0.006029448994869048,0.03724877241064292
frozenset({'onions'}),frozenset({'whipped/sour cream'}),0.02024994987636169,0.043707812604424245,0.0010693042839002875,0.05280528052805281,1.2081428326318873,1.0,0.0001842232694552867,1.009604643835747,0.17584413369713514,0.01700318809776833,0.009513272244129865,0.03863505616616708
frozenset({'whipped/sour cream'}),frozenset({'onions'}),0.043707812604424245,0.02024994987636169,0.0010693042839002875,0.02446483180428135,1.2081428326318873,1.0,0.0001842232694552867,1.0043205842960181,0.18015759312320925,0.01700318809776833,0.004301997154669976,0.03863505616616708
frozenset({'beef'}),frozenset({'brown bread'}),0.03395041101383412,0.03762614448974136,0.0015371249081066632,0.045275590551181105,1.2033013524286376,1.0,0.00025970183781403406,1.008012203297343,0.17489058998691606,0.02194656488549619,0.007948518153980759,0.04306408301981791
frozenset({'brown bread'}),frozenset({'beef'}),0.03762614448974136,0.03395041101383412,0.0015371249081066632,0.04085257548845471,1.2033013524286376,1.0,0.00025970183781403406,1.0071961455540952,0.17555857487922719,0.02194656488549619,0.007144731029660869,0.04306408301981791
frozenset({'butter milk'}),frozenset({'shopping bags'}),0.017576689166610975,0.04758404063356279,0.0010024727661565194,0.057034220532319393,1.1985997778442348,1.0,0.00016610287464900004,1.010021763360375,0.16865759637188213,0.015625,0.00992232417550313,0.039050818131328234
frozenset({'shopping bags'}),frozenset({'butter milk'}),0.04758404063356279,0.017576689166610975,0.0010024727661565194,0.021067415730337078,1.1985997778442345,1.0,0.00016610287464900004,1.0035658498039786,0.17397141721048823,0.015625,0.003553179698845829,0.039050818131328234
frozenset({'pork'}),frozenset({'brown bread'}),0.037091492347791216,0.03762614448974136,0.001670787943594199,0.04504504504504505,1.1971740834973519,1.0,0.00027517809317607086,1.0077688486947047,0.17104386451971143,0.022872827081427266,0.007708958958958967,0.04472500920103052
frozenset({'brown bread'}),frozenset({'pork'}),0.03762614448974136,0.037091492347791216,0.001670787943594199,0.044404973357015994,1.1971740834973519,1.0,0.00027517809317607086,1.007653326781029,0.17113888888888906,0.022872827081427266,0.007595198246878841,0.04472500920103052
frozenset({'domestic eggs'}),frozenset({'coffee'}),0.037091492347791216,0.03161130789280225,0.001403461872619127,0.03783783783783784,1.1969716016227645,1.0,0.0002309512878095805,1.0064713934822,0.17089712064725943,0.0208540218470705,0.006429783821088169,0.041117650419976004
frozenset({'coffee'}),frozenset({'domestic eggs'}),0.03161130789280225,0.037091492347791216,0.001403461872619127,0.04439746300211416,1.1969716016227643,1.0,0.0002309512878095805,1.0076454073440149,0.16993000098590158,0.0208540218470705,0.007587398591104541,0.041117650419976004
frozenset({'napkins'}),frozenset({'citrus fruit'}),0.022121232373187194,0.05313105660629553,0.001403461872619127,0.0634441087613293,1.1941059111896482,1.0,0.00022813742319830106,1.011011678268762,0.16623057095993124,0.019004524886877826,0.010891741911050986,0.04492960155047597
frozenset({'citrus fruit'}),frozenset({'napkins'}),0.05313105660629553,0.022121232373187194,0.001403461872619127,0.02641509433962264,1.1941059111896482,1.0,0.00022813742319830106,1.0044103620973077,0.17167459869323218,0.019004524886877826,0.004390996214035919,0.04492960155047597
frozenset({'fruit/vegetable juice'}),frozenset({'butter'}),0.03401724253157789,0.03522020985096572,0.001403461872619127,0.0412573673870334,1.1714117423381039,1.0,0.00020536745210575748,1.00629695324971,0.15148220627672676,0.02068965517241379,0.006257549751467219,0.040552782365243456
frozenset({'butter'}),frozenset({'fruit/vegetable juice'}),0.03522020985096572,0.03401724253157789,0.001403461872619127,0.039848197343453504,1.1714117423381039,1.0,0.00020536745210575748,1.0060729509601944,0.15167108683318153,0.02068965517241379,0.006036292849736739,0.040552782365243456
frozenset({'beverages'}),frozenset({'soda'}),0.016574216400454454,0.09710619528169484,0.001871282496825503,0.11290322580645162,1.1626778855760054,1.0,0.00026182340240190347,1.0178075616824531,0.14227464686180294,0.01673640167364017,0.01749600057305224,0.06608685034300558
frozenset({'soda'}),frozenset({'beverages'}),0.09710619528169484,0.016574216400454454,0.001871282496825503,0.019270474879559536,1.1626778855760054,1.0,0.00026182340240190347,1.0027492375930807,0.15496457650417694,0.01673640167364017,0.002741700008348579,0.06608685034300558
frozenset({'red/blush wine'}),frozenset({'rolls/buns'}),0.01049254828577157,0.11000467820624206,0.0013366303548753592,0.12738853503184713,1.158028341240297,1.0,0.0001824009571356009,1.0199216461432117,0.13791030663244633,0.011217049915872124,0.019532526070551077,0.06976960165930145
frozenset({'rolls/buns'}),frozenset({'red/blush wine'}),0.11000467820624206,0.01049254828577157,0.0013366303548753592,0.012150668286755772,1.1580283412402967,1.0,0.0001824009571356009,1.001678515080947,0.15333032965382595,0.011217049915872124,0.0016757023892156292,0.06976960165930145
frozenset({'chocolate'}),frozenset({'pip fruit'}),0.02359152576355009,0.049054334023925686,0.0013366303548753592,0.056657223796033995,1.1549891548502134,1.0,0.0001793637699361247,1.0080595197884512,0.13743326488706364,0.01874414245548266,0.007995083256733196,0.041952590099651875
frozenset({'pip fruit'}),frozenset({'chocolate'}),0.049054334023925686,0.02359152576355009,0.0013366303548753592,0.027247956403269755,1.1549891548502134,1.0,0.0001793637699361247,1.0037588516660423,0.14111321948134092,0.01874414245548266,0.0037447756100017346,0.041952590099651875
"frozenset({'sausage', 'whole milk'})",frozenset({'rolls/buns'}),0.008955423377664907,0.11000467820624206,0.0011361358016440553,0.12686567164179105,1.1532752398396837,1.0,0.0001509973347833698,1.0193108813706289,0.1341052706739179,0.009642654566080544,0.01894503602734246,0.06859686984276672
